"id","refshort","site_id","plot_id","scientific_name","abundance","tsn"
1,"Aguiar_2012","Fragment 1",1,"Euglossa cordata",61,"763390"
2,"Aguiar_2012","Fragment 1",1,"Euglossa securigera",1,"763464"
3,"Aguiar_2012","Fragment 1",1,"Eulaema atleticana",1,NA
4,"Aguiar_2012","Fragment 1",1,"Eulaema cingulata",19,"763490"
5,"Aguiar_2012","Fragment 1",1,"Eulaema nigrita",67,"763499"
6,"Aguiar_2012","Fragment 1",1,"Exaerete smaragdina",10,"763514"
7,"Aguiar_2012","Fragment 2",1,"Euglossa cordata",39,"763390"
8,"Aguiar_2012","Fragment 2",1,"Euglossa securigera",2,"763464"
9,"Aguiar_2012","Fragment 2",1,"Eulaema cingulata",7,"763490"
10,"Aguiar_2012","Fragment 2",1,"Eulaema nigrita",76,"763499"
11,"Aguiar_2012","Fragment 2",1,"Exaerete smaragdina",5,"763514"
12,"Aguiar_2012","Fragment 3",1,"Euglossa cordata",72,"763390"
13,"Aguiar_2012","Fragment 3",1,"Euglossa despecta",1,"763400"
14,"Aguiar_2012","Fragment 3",1,"Euglossa fimbriata",9,"763405"
15,"Aguiar_2012","Fragment 3",1,"Euglossa securigera",55,"763464"
16,"Aguiar_2012","Fragment 3",1,"Eulaema cingulata",26,"763490"
17,"Aguiar_2012","Fragment 3",1,"Eulaema nigrita",49,"763499"
18,"Aguiar_2012","Fragment 4",1,"Euglossa cordata",72,"763390"
19,"Aguiar_2012","Fragment 4",1,"Euglossa despecta",3,"763400"
20,"Aguiar_2012","Fragment 4",1,"Euglossa fimbriata",36,"763405"
21,"Aguiar_2012","Fragment 4",1,"Euglossa securigera",37,"763464"
22,"Aguiar_2012","Fragment 4",1,"Eulaema cingulata",55,"763490"
23,"Aguiar_2012","Fragment 4",1,"Eulaema nigrita",60,"763499"
24,"Aguiar_2012","Fragment 4",1,"Exaerete smaragdina",1,"763514"
25,"Aguiar_2012","Fragment 5",1,"Euglossa cordata",83,"763390"
26,"Aguiar_2012","Fragment 5",1,"Euglossa despecta",3,"763400"
27,"Aguiar_2012","Fragment 5",1,"Euglossa fimbriata",44,"763405"
28,"Aguiar_2012","Fragment 5",1,"Euglossa securigera",76,"763464"
29,"Aguiar_2012","Fragment 5",1,"Eulaema cingulata",26,"763490"
30,"Aguiar_2012","Fragment 5",1,"Eulaema nigrita",82,"763499"
31,"Aguiar_2012","Fragment 5",1,"Exaerete smaragdina",2,"763514"
32,"Aguiar_2012","Fragment 6",1,"Euglossa cordata",93,"763390"
33,"Aguiar_2012","Fragment 6",1,"Euglossa despecta",1,"763400"
34,"Aguiar_2012","Fragment 6",1,"Euglossa fimbriata",18,"763405"
35,"Aguiar_2012","Fragment 6",1,"Euglossa securigera",42,"763464"
36,"Aguiar_2012","Fragment 6",1,"Eulaema cingulata",25,"763490"
37,"Aguiar_2012","Fragment 6",1,"Eulaema nigrita",62,"763499"
38,"Aguiar_2012","Fragment 6",1,"Exaerete smaragdina",2,"763514"
39,"Aguiar_2012","Fragment 7",1,"Euglossa annectans",3,NA
40,"Aguiar_2012","Fragment 7",1,"Euglossa cordata",3,"763390"
41,"Aguiar_2012","Fragment 7",1,"Euglossa securigera",8,"763464"
42,"Aguiar_2012","Fragment 7",1,"Eulaema cingulata",22,"763490"
43,"Aguiar_2012","Fragment 7",1,"Eulaema nigrita",32,"763499"
44,"Aguiar_2012","Fragment 8",1,"Euglossa cordata",5,"763390"
45,"Aguiar_2012","Fragment 8",1,"Euglossa fimbriata",4,"763405"
46,"Aguiar_2012","Fragment 8",1,"Euglossa pleosticta",1,"763455"
47,"Aguiar_2012","Fragment 8",1,"Euglossa securigera",17,"763464"
48,"Aguiar_2012","Fragment 8",1,"Eulaema cingulata",18,"763490"
49,"Aguiar_2012","Fragment 8",1,"Eulaema nigrita",30,"763499"
50,"Aguiar_2012","Fragment 9",1,"Euglossa annectans",11,NA
51,"Aguiar_2012","Fragment 9",1,"Euglossa cordata",5,"763390"
52,"Aguiar_2012","Fragment 9",1,"Euglossa fimbriata",1,"763405"
53,"Aguiar_2012","Fragment 9",1,"Euglossa securigera",8,"763464"
54,"Aguiar_2012","Fragment 9",1,"Eulaema cingulata",23,"763490"
55,"Aguiar_2012","Fragment 9",1,"Eulaema nigrita",44,"763499"
56,"Aizen_1994","Continuous forest 1",1,"Anthophoridae sp. 08",2,NA
57,"Aizen_1994","Continuous forest 1",1,"Apis mellifera",2,"154396"
58,"Aizen_1994","Continuous forest 1",1,"Augochloras sp.",4,NA
59,"Aizen_1994","Continuous forest 1",1,"Ceratina sp.",1,NA
60,"Aizen_1994","Continuous forest 1",1,"Dialictus sp.",4,NA
61,"Aizen_1994","Continuous forest 2",1,"Acamptopoeums sp.",1,NA
62,"Aizen_1994","Continuous forest 2",1,"Andrenidae sp. 01",6,NA
63,"Aizen_1994","Continuous forest 2",1,"Andrenidae sp. 04",2,NA
64,"Aizen_1994","Continuous forest 2",1,"Anthophoridae sp. 01",4,NA
65,"Aizen_1994","Continuous forest 2",1,"Anthophoridae sp. 08",2,NA
66,"Aizen_1994","Continuous forest 2",1,"Arhysosageo chraceae",5,NA
67,"Aizen_1994","Continuous forest 2",1,"Arhysosages sp. 01",1,NA
68,"Aizen_1994","Continuous forest 2",1,"Augochloras sp.",12,NA
69,"Aizen_1994","Continuous forest 2",1,"Augochloropsis sp. 02",1,NA
70,"Aizen_1994","Continuous forest 2",1,"Caenaugochlora sp.",9,NA
71,"Aizen_1994","Continuous forest 2",1,"Diadasia sp.",1,NA
72,"Aizen_1994","Continuous forest 2",1,"Dialictus sp.",28,NA
73,"Aizen_1994","Continuous forest 2",1,"Exomalopsis sp.",2,NA
74,"Aizen_1994","Continuous forest 2",1,"Psaenythia sp.",1,NA
75,"Aizen_1994","Continuous forest 2",1,"Spinoliella sp.",7,NA
76,"Aizen_1994","Continuous forest 3",1,"Andrenidae sp. 01",2,NA
77,"Aizen_1994","Continuous forest 3",1,"Anthophoridae sp. 03",19,NA
78,"Aizen_1994","Continuous forest 3",1,"Anthophoridae sp. 04",2,NA
79,"Aizen_1994","Continuous forest 3",1,"Anthophoridae sp. 09",1,NA
80,"Aizen_1994","Continuous forest 3",1,"Anthophoridae sp. 12",1,NA
81,"Aizen_1994","Continuous forest 3",1,"Anthophoridae sp. 13",1,NA
82,"Aizen_1994","Continuous forest 3",1,"Arhysosageo chraceae",13,NA
83,"Aizen_1994","Continuous forest 3",1,"Arhysosages sp. 01",22,NA
84,"Aizen_1994","Continuous forest 3",1,"Augochloras sp.",17,NA
85,"Aizen_1994","Continuous forest 3",1,"Augochloropsis sp. 02",2,NA
86,"Aizen_1994","Continuous forest 3",1,"Dialictus sp.",11,NA
87,"Aizen_1994","Continuous forest 3",1,"Epanthidium utumnale",1,NA
88,"Aizen_1994","Continuous forest 3",1,"Halictillus sp.",1,NA
89,"Aizen_1994","Continuous forest 3",1,"Lithurgus sp. 01",1,NA
90,"Aizen_1994","Continuous forest 3",1,"Lithurgus sp. 02",2,NA
91,"Aizen_1994","Continuous forest 3",1,"Megachilidae sp. 01",21,NA
92,"Aizen_1994","Continuous forest 3",1,"Ptilothrix sp.",7,NA
93,"Aizen_1994","Continuous forest 3",1,"Spinoliella sp.",5,NA
94,"Aizen_1994","Continuous forest 3",1,"Trigona sp.",1,NA
95,"Aizen_1994","Large fragment 1",1,"Apis mellifera",3,"154396"
96,"Aizen_1994","Large fragment 1",1,"Augochloropsis sp. 02",2,NA
97,"Aizen_1994","Large fragment 1",1,"Dialictus sp.",9,NA
98,"Aizen_1994","Large fragment 2",1,"Andrenidae sp. 01",1,NA
99,"Aizen_1994","Large fragment 2",1,"Anthophoridae sp. 01",2,NA
100,"Aizen_1994","Large fragment 2",1,"Anthophoridae sp. 08",1,NA
101,"Aizen_1994","Large fragment 2",1,"Anthophoridae sp. 10",1,NA
102,"Aizen_1994","Large fragment 2",1,"Apis mellifera",1,"154396"
103,"Aizen_1994","Large fragment 2",1,"Arhysosageo chraceae",2,NA
104,"Aizen_1994","Large fragment 2",1,"Arhysosages sp. 01",3,NA
105,"Aizen_1994","Large fragment 2",1,"Augochloras sp.",4,NA
106,"Aizen_1994","Large fragment 2",1,"Dialictus sp.",3,NA
107,"Aizen_1994","Large fragment 2",1,"Exomalopsis sp.",1,NA
108,"Aizen_1994","Large fragment 2",1,"Spinoliella sp.",4,NA
109,"Aizen_1994","Large fragment 3",1,"Andrenidae sp. 01",2,NA
110,"Aizen_1994","Large fragment 3",1,"Andrenidae sp. 02",2,NA
111,"Aizen_1994","Large fragment 3",1,"Andrenidae sp. 03",2,NA
112,"Aizen_1994","Large fragment 3",1,"Anthophoridae sp. 03",6,NA
113,"Aizen_1994","Large fragment 3",1,"Anthophoridae sp. 05",1,NA
114,"Aizen_1994","Large fragment 3",1,"Arhysosages sp. 01",3,NA
115,"Aizen_1994","Large fragment 3",1,"Arhysosages sp. 02",1,NA
116,"Aizen_1994","Large fragment 3",1,"Arhysosages sp. 03",1,NA
117,"Aizen_1994","Large fragment 3",1,"Augochloras sp.",12,NA
118,"Aizen_1994","Large fragment 3",1,"Augochloropsis sp. 02",1,NA
119,"Aizen_1994","Large fragment 3",1,"Dialictus sp.",14,NA
120,"Aizen_1994","Large fragment 3",1,"Halictillus sp.",4,NA
121,"Aizen_1994","Large fragment 3",1,"Lithurgus sp. 02",1,NA
122,"Aizen_1994","Large fragment 3",1,"Megachilidae sp. 01",5,NA
123,"Aizen_1994","Large fragment 3",1,"Ptilothrix sp.",9,NA
124,"Aizen_1994","Large fragment 3",1,"Spinoliella sp.",7,NA
125,"Aizen_1994","Small fragment 1",1,"Andrenidae sp. 05",1,NA
126,"Aizen_1994","Small fragment 1",1,"Apis mellifera",1,"154396"
127,"Aizen_1994","Small fragment 1",1,"Augochloropsis sp. 02",1,NA
128,"Aizen_1994","Small fragment 1",1,"Dialictus sp.",6,NA
129,"Aizen_1994","Small fragment 2",1,"Andrenidae sp. 01",3,NA
130,"Aizen_1994","Small fragment 2",1,"Anthophoridae sp. 08",1,NA
131,"Aizen_1994","Small fragment 2",1,"Apis mellifera",2,"154396"
132,"Aizen_1994","Small fragment 2",1,"Arhysosageo chraceae",3,NA
133,"Aizen_1994","Small fragment 2",1,"Arhysosages sp. 01",4,NA
134,"Aizen_1994","Small fragment 2",1,"Caenaugochlora sp.",1,NA
135,"Aizen_1994","Small fragment 2",1,"Dialictus sp.",2,NA
136,"Aizen_1994","Small fragment 2",1,"Spinoliella sp.",1,NA
137,"Aizen_1994","Small fragment 3",1,"Acamptopoeums sp.",1,NA
138,"Aizen_1994","Small fragment 3",1,"Andrenidae sp. 01",4,NA
139,"Aizen_1994","Small fragment 3",1,"Andrenidae sp. 02",2,NA
140,"Aizen_1994","Small fragment 3",1,"Andrenidae sp. 03",2,NA
141,"Aizen_1994","Small fragment 3",1,"Anthophoridae sp. 03",3,NA
142,"Aizen_1994","Small fragment 3",1,"Anthophoridae sp. 09",1,NA
143,"Aizen_1994","Small fragment 3",1,"Anthophoridae sp. 12",1,NA
144,"Aizen_1994","Small fragment 3",1,"Apis mellifera",1,"154396"
145,"Aizen_1994","Small fragment 3",1,"Arhysosageo chraceae",2,NA
146,"Aizen_1994","Small fragment 3",1,"Arhysosages sp. 01",6,NA
147,"Aizen_1994","Small fragment 3",1,"Augochloras sp.",2,NA
148,"Aizen_1994","Small fragment 3",1,"Dialictus sp.",15,NA
149,"Aizen_1994","Small fragment 3",1,"Halictillus sp.",2,NA
150,"Aizen_1994","Small fragment 3",1,"Ptilothrix sp.",3,NA
151,"Aizen_1994","Small fragment 3",1,"Spinoliella sp.",3,NA
152,"Almeida-Gomes_2014","Fragment 3",1,"Ecpleopus gaudichaudii",1,NA
153,"Almeida-Gomes_2014","Fragment 3",1,"Enyalius brasiliensis",2,"1056598"
154,"Almeida-Gomes_2014","Fragment 5",1,"Gymnodactylus darwinii",2,"818638"
155,"Almeida-Gomes_2014","Fragment 6",1,"Mabuya macrorhyncha",1,NA
156,"Almeida-Gomes_2014","Fragment 7",1,"Ecpleopus gaudichaudii",6,NA
157,"Almeida-Gomes_2014","Fragment 7",1,"Enyalius brasiliensis",1,"1056598"
158,"Almeida-Gomes_2014","Fragment 7",1,"Gymnodactylus darwinii",6,"818638"
159,"Almeida-Gomes_2014","Fragment 8",1,"Gymnodactylus darwinii",2,"818638"
160,"Almeida-Gomes_2014","Fragment 8",1,"Tupinambis merianae",1,NA
161,"Almeida-Gomes_2014","Fragment 9",1,"Gymnodactylus darwinii",1,"818638"
162,"Almeida-Gomes_2014","CF1",1,"Enyalius brasiliensis",9,"1056598"
163,"Almeida-Gomes_2014","CF2",1,"Ecpleopus gaudichaudii",2,NA
164,"Almeida-Gomes_2014","CF2",1,"Enyalius brasiliensis",2,"1056598"
165,"Almeida-Gomes_2014","CF2",1,"Tupinambis merianae",1,NA
166,"Almeida-Gomes_2014","CF3",1,"Ecpleopus gaudichaudii",2,NA
167,"Almeida-Gomes_2014","CF3",1,"Enyalius brasiliensis",3,"1056598"
168,"Almeida-Gomes_2014","Fragment 10",1,"Ecpleopus gaudichaudii",1,NA
169,"Almeida-Gomes_2014","Fragment 10",1,"Gymnodactylus darwinii",3,"818638"
170,"Almeida-Gomes_2014","Fragment 10",1,"Mabuya macrorhyncha",1,NA
171,"Almeida-Gomes_2014","Fragment 11",1,"Ecpleopus gaudichaudii",1,NA
172,"Almeida-Gomes_2014","Fragment 11",1,"Tupinambis merianae",1,NA
173,"Almeida-Gomes_2014","Fragment 12",1,"Ecpleopus gaudichaudii",4,NA
174,"Almeida-Gomes_2014","Fragment 12",1,"Hemidactylus mabouia",1,NA
175,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Aphodius sp. 1",2,NA
176,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Aphodius sp. 2",117,NA
177,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Ateuchus sp. 2",83,NA
178,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Ateuchus sp. 3",1,NA
179,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Ateuchus sp. 5",3,NA
180,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Ateuchus sp. 6",7,NA
181,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Canthidium sp. 1",8,NA
182,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Canthidium sp. 4",57,NA
183,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Canthidium sp. 7",63,NA
184,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Canthidium sp. 8",3,NA
185,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Canthon triangularis (Drury)",4,NA
186,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Coprophanaeus lancifer (L.)",1,NA
187,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Deltochilum carinatum",4,NA
188,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Deltochilum guyanensis",1,NA
189,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Dichotomius boreus (Oliv.)",3,NA
190,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Dichotomius lucasi (Luederwaldt)",1,NA
191,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Dichotomius sp. 2",1,NA
192,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Dichotomius subaeneus (Laporte)",4,NA
193,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Eurysternus caribaeus (Herbst)",4,NA
194,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Eurysternus hirtellus",2,NA
195,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Onthophagus bidentatus",974,NA
196,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Sp. DD",3,NA
197,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Sp. P",2,NA
198,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Sp. W",2,NA
199,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Sp. Y",7,NA
200,"Andresen_2003","Cattle ranch Colosso: 1-CO (1 ha)",1,"Uroxys pygmaeus",179,NA
201,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Aphodius sp. 1",52,NA
202,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Aphodius sp. 2",114,NA
203,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Ateuchus sp. 2",707,NA
204,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Ateuchus sp. 3",24,NA
205,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Ateuchus sp. 4",1,NA
206,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Ateuchus sp. 5",12,NA
207,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Ateuchus sp. 6",14,NA
208,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Canthidium sp. 1",31,NA
209,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Canthidium sp. 2",1,NA
210,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Canthidium sp. 4",793,NA
211,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Canthidium sp. 5",1,NA
212,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Canthidium sp. 7",298,NA
213,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Canthidium sp. 8",63,NA
214,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Canthidium sp. 9",6,NA
215,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Canthon sordidum (Harold)",1,NA
216,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Canthon sp. 2",12,NA
217,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Canthon sp. 3",2,NA
218,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Canthon triangularis (Drury)",215,NA
219,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Coprophanaeus lancifer (L.)",2,NA
220,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Coprophanaeus sp. 1",1,NA
221,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Cryptocanthon peckorum",1,NA
222,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Deltochilum carinatum",9,NA
223,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Deltochilum pseudoicarus",1,NA
224,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Dichotomius boreus (Oliv.)",18,NA
225,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Dichotomius lucasi (Luederwaldt)",8,NA
226,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Dichotomius sp. 1",20,NA
227,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Dichotomius sp. 2",32,NA
228,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Dichotomius subaeneus (Laporte)",41,NA
229,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Eurysternus caribaeus (Herbst)",6,NA
230,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Eurysternus elutinus",2,NA
231,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Neocanthidium atricolle (Preudh.)",1,NA
232,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Ontherus carinifrons",6,NA
233,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Onthophagus bidentatus",925,NA
234,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Onthophagus sp. 2",15,NA
235,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Oxysternon durantoni",1,NA
236,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Oxysternon prox. silenum",3,NA
237,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Phanaeus chalcomelas",1,NA
238,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Scybalocanthon pygidialis (Schmidt)",25,NA
239,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Sp. DD",2,NA
240,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Sp. H",12,NA
241,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Sp. P",22,NA
242,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Sp. R",1,NA
243,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Sp. W",30,NA
244,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Sp. Y",13,NA
245,"Andresen_2003","Cattle ranch Colosso: 10-CO (10 ha)",1,"Uroxys pygmaeus",568,NA
246,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Aphodius sp. 1",7,NA
247,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Aphodius sp. 2",4,NA
248,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Ateuchus sp. 2",32,NA
249,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Ateuchus sp. 3",2,NA
250,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Ateuchus sp. 6",6,NA
251,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Canthidium sp. 1",1,NA
252,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Canthidium sp. 4",1,NA
253,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Canthidium sp. 7",50,NA
254,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Canthidium sp. 8",42,NA
255,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Canthidium sp. 9",1,NA
256,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Canthon triangularis (Drury)",8,NA
257,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Dichotomius boreus (Oliv.)",6,NA
258,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Dichotomius lucasi (Luederwaldt)",1,NA
259,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Onthophagus bidentatus",97,NA
260,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Sp. GG",1,NA
261,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Sp. P",2,NA
262,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Sp. W",1,NA
263,"Andresen_2003","Cattle ranch Porto Allegre - 1-PA (1 ha)",1,"Uroxys pygmaeus",746,NA
264,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Aphodius sp. 1",151,NA
265,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Aphodius sp. 2",137,NA
266,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Ateuchus sp. 2",733,NA
267,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Ateuchus sp. 3",28,NA
268,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Ateuchus sp. 4",1,NA
269,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Ateuchus sp. 5",18,NA
270,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Ateuchus sp. 6",212,NA
271,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Ateuchus sp. 7",12,NA
272,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Canthidium sp. 1",30,NA
273,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Canthidium sp. 2",1,NA
274,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Canthidium sp. 4",589,NA
275,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Canthidium sp. 7",187,NA
276,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Canthidium sp. 8",109,NA
277,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Canthidium sp. 9",11,NA
278,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Canthon sordidum (Harold)",23,NA
279,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Canthon sp. 2",3,NA
280,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Canthon sp. 3",6,NA
281,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Canthon triangularis (Drury)",59,NA
282,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Coprophanaeus lancifer (L.)",2,NA
283,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Deltochilum carinatum",25,NA
284,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Deltochilum guyanensis",2,NA
285,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Deltochilum orbiculare",4,NA
286,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Deltochilum pseudoicarus",1,NA
287,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Dichotomius boreus (Oliv.)",85,NA
288,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Dichotomius lucasi (Luederwaldt)",35,NA
289,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Dichotomius sp. 1",28,NA
290,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Dichotomius sp. 2",17,NA
291,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Dichotomius subaeneus (Laporte)",47,NA
292,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Eurysternus caribaeus (Herbst)",44,NA
293,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Eurysternus elutinus",5,NA
294,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Eurysternus hirtellus",8,NA
295,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Neocanthidium auricolle (Harold)",1,NA
296,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Onthophagus bidentatus",827,NA
297,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Oxysternon prox. silenum",1,NA
298,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Phanaeus chalcomelas",4,NA
299,"Andresen_2003","Cattle ranch Porto Allegre - 10-PA (10 ha)",1,"Scybalocanthon pygidialis (Schmidt)",13,NA
