"id","refshort","reference","country","climate","continent","sphere_fragment","sphere_matrix","biome","taxa","time_since_fragmentation","matrix_category","site_id","plot_id","site_size","latitudeN","longitudeE","sampling_design","sampling_method","method_category","sampling_device_size","device_size_unit","intensity","intensity_unit","block_type","number_of_blocks_per_site","sampling_density","density_unit","sampling_duration","duration_unit","sampling_effort","sampling_effort_unit","sampling_note"
1,"Aguiar_2012","Aguiar, W.M.D. and Gaglianone, M.C., 2012. Euglossine bee communities in small forest fragments of the Atlantic Forest, Rio de Janeiro state, southeastern Brazil (Hymenoptera, Apidae). Revista Brasileira de Entomologia, 56(2), pp.210-219.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Fragment 1","1","16",-21.44712,-41.1097,"standardized_fragment","trap","scented traps",NA,NA,"5","traps per trap-array","trap-array","1","2","m apart","60","total hours",1,"balanced","60 total hours of sampling with scented traps.  5 chemical compounds.  May 2005-May 2007."
2,"Aguiar_2012","Aguiar, W.M.D. and Gaglianone, M.C., 2012. Euglossine bee communities in small forest fragments of the Atlantic Forest, Rio de Janeiro state, southeastern Brazil (Hymenoptera, Apidae). Revista Brasileira de Entomologia, 56(2), pp.210-219.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Fragment 2","1","5.5",-21.44712,-41.1097,"standardized_fragment","trap","scented traps",NA,NA,"5","traps per trap-array","trap-array","1","2","m apart","60","total hours",1,"balanced","60 total hours of sampling with scented traps.  5 chemical compounds.  May 2005-May 2007."
3,"Aguiar_2012","Aguiar, W.M.D. and Gaglianone, M.C., 2012. Euglossine bee communities in small forest fragments of the Atlantic Forest, Rio de Janeiro state, southeastern Brazil (Hymenoptera, Apidae). Revista Brasileira de Entomologia, 56(2), pp.210-219.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Fragment 3","1","4",-21.44712,-41.1097,"standardized_fragment","trap","scented traps",NA,NA,"5","traps per trap-array","trap-array","1","2","m apart","60","total hours",1,"balanced","60 total hours of sampling with scented traps.  5 chemical compounds.  May 2005-May 2007."
4,"Aguiar_2012","Aguiar, W.M.D. and Gaglianone, M.C., 2012. Euglossine bee communities in small forest fragments of the Atlantic Forest, Rio de Janeiro state, southeastern Brazil (Hymenoptera, Apidae). Revista Brasileira de Entomologia, 56(2), pp.210-219.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Fragment 4","1","7.6",-21.44712,-41.1097,"standardized_fragment","trap","scented traps",NA,NA,"5","traps per trap-array","trap-array","1","2","m apart","60","total hours",1,"balanced","60 total hours of sampling with scented traps.  5 chemical compounds.  May 2005-May 2007."
5,"Aguiar_2012","Aguiar, W.M.D. and Gaglianone, M.C., 2012. Euglossine bee communities in small forest fragments of the Atlantic Forest, Rio de Janeiro state, southeastern Brazil (Hymenoptera, Apidae). Revista Brasileira de Entomologia, 56(2), pp.210-219.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Fragment 5","1","2",-21.44712,-41.1097,"standardized_fragment","trap","scented traps",NA,NA,"5","traps per trap-array","trap-array","1","2","m apart","60","total hours",1,"balanced","60 total hours of sampling with scented traps.  5 chemical compounds.  May 2005-May 2007."
6,"Aguiar_2012","Aguiar, W.M.D. and Gaglianone, M.C., 2012. Euglossine bee communities in small forest fragments of the Atlantic Forest, Rio de Janeiro state, southeastern Brazil (Hymenoptera, Apidae). Revista Brasileira de Entomologia, 56(2), pp.210-219.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Fragment 6","1","6.6",-21.44712,-41.1097,"standardized_fragment","trap","scented traps",NA,NA,"5","traps per trap-array","trap-array","1","2","m apart","60","total hours",1,"balanced","60 total hours of sampling with scented traps.  5 chemical compounds.  May 2005-May 2007."
7,"Aguiar_2012","Aguiar, W.M.D. and Gaglianone, M.C., 2012. Euglossine bee communities in small forest fragments of the Atlantic Forest, Rio de Janeiro state, southeastern Brazil (Hymenoptera, Apidae). Revista Brasileira de Entomologia, 56(2), pp.210-219.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Fragment 7","1","14",-21.44712,-41.1097,"standardized_fragment","trap","scented traps",NA,NA,"5","traps per trap-array","trap-array","1","2","m apart","60","total hours",1,"balanced","60 total hours of sampling with scented traps.  5 chemical compounds.  May 2005-May 2007."
8,"Aguiar_2012","Aguiar, W.M.D. and Gaglianone, M.C., 2012. Euglossine bee communities in small forest fragments of the Atlantic Forest, Rio de Janeiro state, southeastern Brazil (Hymenoptera, Apidae). Revista Brasileira de Entomologia, 56(2), pp.210-219.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Fragment 8","1","12",-21.44712,-41.1097,"standardized_fragment","trap","scented traps",NA,NA,"5","traps per trap-array","trap-array","1","2","m apart","60","total hours",1,"balanced","60 total hours of sampling with scented traps.  5 chemical compounds.  May 2005-May 2007."
9,"Aguiar_2012","Aguiar, W.M.D. and Gaglianone, M.C., 2012. Euglossine bee communities in small forest fragments of the Atlantic Forest, Rio de Janeiro state, southeastern Brazil (Hymenoptera, Apidae). Revista Brasileira de Entomologia, 56(2), pp.210-219.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Fragment 9","1","18",-21.44712,-41.1097,"standardized_fragment","trap","scented traps",NA,NA,"5","traps per trap-array","trap-array","1","2","m apart","60","total hours",1,"balanced","60 total hours of sampling with scented traps.  5 chemical compounds.  May 2005-May 2007."
10,"Aizen_1994","Aizen, M.A. & Feinsinger, P., 1994. Habitat Fragmentation, Native Insect Pollinators, and Feral Honey Bees in Argentine ""Chaco Serrano"". Ecological Applications, 4(2), pp.378-392.","Argentinia","Temperate","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Continuous forest 1","1","continuous",-26.833333,-65.333333,"standardized_fragment","trap","pan traps",21,"cm diameter","5","traps per transect","transect","4","5","m apart","3","trapping sessions of 8 hours each per trap per site",1,"balanced","4 transects of 5 pan traps placed 5 m apart."
11,"Aizen_1994","Aizen, M.A. & Feinsinger, P., 1994. Habitat Fragmentation, Native Insect Pollinators, and Feral Honey Bees in Argentine ""Chaco Serrano"". Ecological Applications, 4(2), pp.378-392.","Argentinia","Temperate","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Continuous forest 2","1","continuous",-26.833333,-65.333333,"standardized_fragment","trap","pan traps",21,"cm diameter","5","traps per transect","transect","4","5","m apart","3","trapping sessions of 8 hours each per trap per site",1,"balanced","4 transects of 5 pan traps placed 5 m apart."
12,"Aizen_1994","Aizen, M.A. & Feinsinger, P., 1994. Habitat Fragmentation, Native Insect Pollinators, and Feral Honey Bees in Argentine ""Chaco Serrano"". Ecological Applications, 4(2), pp.378-392.","Argentinia","Temperate","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Continuous forest 3","1","continuous",-26.833333,-65.333333,"standardized_fragment","trap","pan traps",21,"cm diameter","5","traps per transect","transect","4","5","m apart","3","trapping sessions of 8 hours each per trap per site",1,"balanced","4 transects of 5 pan traps placed 5 m apart."
13,"Aizen_1994","Aizen, M.A. & Feinsinger, P., 1994. Habitat Fragmentation, Native Insect Pollinators, and Feral Honey Bees in Argentine ""Chaco Serrano"". Ecological Applications, 4(2), pp.378-392.","Argentinia","Temperate","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Large fragment 1","1","3.8",-26.833333,-65.333333,"standardized_fragment","trap","pan traps",21,"cm diameter","5","traps per transect","transect","4","5","m apart","3","trapping sessions of 8 hours each per trap per site",1,"balanced","4 transects of 5 pan traps placed 5 m apart."
14,"Aizen_1994","Aizen, M.A. & Feinsinger, P., 1994. Habitat Fragmentation, Native Insect Pollinators, and Feral Honey Bees in Argentine ""Chaco Serrano"". Ecological Applications, 4(2), pp.378-392.","Argentinia","Temperate","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Large fragment 2","1","3.2",-26.833333,-65.333333,"standardized_fragment","trap","pan traps",21,"cm diameter","5","traps per transect","transect","4","5","m apart","3","trapping sessions of 8 hours each per trap per site",1,"balanced","4 transects of 5 pan traps placed 5 m apart."
15,"Aizen_1994","Aizen, M.A. & Feinsinger, P., 1994. Habitat Fragmentation, Native Insect Pollinators, and Feral Honey Bees in Argentine ""Chaco Serrano"". Ecological Applications, 4(2), pp.378-392.","Argentinia","Temperate","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Large fragment 3","1","2.2",-26.833333,-65.333333,"standardized_fragment","trap","pan traps",21,"cm diameter","5","traps per transect","transect","4","5","m apart","3","trapping sessions of 8 hours each per trap per site",1,"balanced","4 transects of 5 pan traps placed 5 m apart."
16,"Aizen_1994","Aizen, M.A. & Feinsinger, P., 1994. Habitat Fragmentation, Native Insect Pollinators, and Feral Honey Bees in Argentine ""Chaco Serrano"". Ecological Applications, 4(2), pp.378-392.","Argentinia","Temperate","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Small fragment 1","1","0.5",-26.833333,-65.333333,"standardized_fragment","trap","pan traps",21,"cm diameter","5","traps per transect","transect","4","5","m apart","3","trapping sessions of 8 hours each per trap per site",1,"balanced","4 transects of 5 pan traps placed 5 m apart."
17,"Aizen_1994","Aizen, M.A. & Feinsinger, P., 1994. Habitat Fragmentation, Native Insect Pollinators, and Feral Honey Bees in Argentine ""Chaco Serrano"". Ecological Applications, 4(2), pp.378-392.","Argentinia","Temperate","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Small fragment 2","1","0.7",-26.833333,-65.333333,"standardized_fragment","trap","pan traps",21,"cm diameter","5","traps per transect","transect","4","5","m apart","3","trapping sessions of 8 hours each per trap per site",1,"balanced","4 transects of 5 pan traps placed 5 m apart."
18,"Aizen_1994","Aizen, M.A. & Feinsinger, P., 1994. Habitat Fragmentation, Native Insect Pollinators, and Feral Honey Bees in Argentine ""Chaco Serrano"". Ecological Applications, 4(2), pp.378-392.","Argentinia","Temperate","South America","terrestrial","terrestrial","forest","Insecta","Intermediate (20-100 years)","intermediate","Small fragment 3","1","0.6",-26.833333,-65.333333,"standardized_fragment","trap","pan traps",21,"cm diameter","5","traps per transect","transect","4","5","m apart","3","trapping sessions of 8 hours each per trap per site",1,"balanced","4 transects of 5 pan traps placed 5 m apart."
19,"Almeida-Gomes_2014","Almeida-Gomes, M. and Rocha, C.F.D., 2014. Diversity and distribution of lizards in fragmented Atlantic Forest landscape in Southeastern Brazil.  Journal of Herpetology,  48(3), pp.423-429.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Amphibia & Squamata","Intermediate (20-100 years)","intermediate","CF1","1","7200",-22.435,-42.709,"standardized_fragment","trap","pitfall traps",16,"liters","11","pitfall traps per transect per session","transect","1","10","m apart","5","surveys of 6 days each",1,"balanced","Each site with a pitfall system with 11 traps (16 l buckets) and drift fence all along the 100 m transect.  Sampling between July 2007 and March 2010.  Fragment sizes estimated from map."
20,"Almeida-Gomes_2014","Almeida-Gomes, M. and Rocha, C.F.D., 2014. Diversity and distribution of lizards in fragmented Atlantic Forest landscape in Southeastern Brazil.  Journal of Herpetology,  48(3), pp.423-429.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Amphibia & Squamata","Intermediate (20-100 years)","intermediate","CF2","1","7200",-22.435,-42.709,"standardized_fragment","trap","pitfall traps",16,"liters","11","pitfall traps per transect per session","transect","1","10","m apart","5","surveys of 6 days each",1,"balanced","Each site with a pitfall system with 11 traps (16 l buckets) and drift fence all along the 100 m transect.  Sampling between July 2007 and March 2010.  Fragment sizes estimated from map."
21,"Almeida-Gomes_2014","Almeida-Gomes, M. and Rocha, C.F.D., 2014. Diversity and distribution of lizards in fragmented Atlantic Forest landscape in Southeastern Brazil.  Journal of Herpetology,  48(3), pp.423-429.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Amphibia & Squamata","Intermediate (20-100 years)","intermediate","CF3","1","7200",-22.435,-42.709,"standardized_fragment","trap","pitfall traps",16,"liters","11","pitfall traps per transect per session","transect","1","10","m apart","5","surveys of 6 days each",1,"balanced","Each site with a pitfall system with 11 traps (16 l buckets) and drift fence all along the 100 m transect.  Sampling between July 2007 and March 2010.  Fragment sizes estimated from map."
22,"Almeida-Gomes_2014","Almeida-Gomes, M. and Rocha, C.F.D., 2014. Diversity and distribution of lizards in fragmented Atlantic Forest landscape in Southeastern Brazil.  Journal of Herpetology,  48(3), pp.423-429.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Amphibia & Squamata","Intermediate (20-100 years)","intermediate","Fragment 1","1","10",-22.435,-42.709,"standardized_fragment","trap","pitfall traps",16,"liters","11","pitfall traps per transect per session","transect","1","10","m apart","5","surveys of 6 days each",1,"balanced","Each site with a pitfall system with 11 traps (16 l buckets) and drift fence all along the 100 m transect.  Sampling between July 2007 and March 2010.  Fragment sizes estimated from map."
23,"Almeida-Gomes_2014","Almeida-Gomes, M. and Rocha, C.F.D., 2014. Diversity and distribution of lizards in fragmented Atlantic Forest landscape in Southeastern Brazil.  Journal of Herpetology,  48(3), pp.423-429.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Amphibia & Squamata","Intermediate (20-100 years)","intermediate","Fragment 10","1","8",-22.435,-42.709,"standardized_fragment","trap","pitfall traps",16,"liters","11","pitfall traps per transect per session","transect","1","10","m apart","5","surveys of 6 days each",1,"balanced","Each site with a pitfall system with 11 traps (16 l buckets) and drift fence all along the 100 m transect.  Sampling between July 2007 and March 2010.  Fragment sizes estimated from map."
24,"Almeida-Gomes_2014","Almeida-Gomes, M. and Rocha, C.F.D., 2014. Diversity and distribution of lizards in fragmented Atlantic Forest landscape in Southeastern Brazil.  Journal of Herpetology,  48(3), pp.423-429.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Amphibia & Squamata","Intermediate (20-100 years)","intermediate","Fragment 11","1","7",-22.435,-42.709,"standardized_fragment","trap","pitfall traps",16,"liters","11","pitfall traps per transect per session","transect","1","10","m apart","5","surveys of 6 days each",1,"balanced","Each site with a pitfall system with 11 traps (16 l buckets) and drift fence all along the 100 m transect.  Sampling between July 2007 and March 2010.  Fragment sizes estimated from map."
25,"Almeida-Gomes_2014","Almeida-Gomes, M. and Rocha, C.F.D., 2014. Diversity and distribution of lizards in fragmented Atlantic Forest landscape in Southeastern Brazil.  Journal of Herpetology,  48(3), pp.423-429.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Amphibia & Squamata","Intermediate (20-100 years)","intermediate","Fragment 12","1","150",-22.435,-42.709,"standardized_fragment","trap","pitfall traps",16,"liters","11","pitfall traps per transect per session","transect","1","10","m apart","5","surveys of 6 days each",1,"balanced","Each site with a pitfall system with 11 traps (16 l buckets) and drift fence all along the 100 m transect.  Sampling between July 2007 and March 2010.  Fragment sizes estimated from map."
26,"Almeida-Gomes_2014","Almeida-Gomes, M. and Rocha, C.F.D., 2014. Diversity and distribution of lizards in fragmented Atlantic Forest landscape in Southeastern Brazil.  Journal of Herpetology,  48(3), pp.423-429.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Amphibia & Squamata","Intermediate (20-100 years)","intermediate","Fragment 2","1","7",-22.435,-42.709,"standardized_fragment","trap","pitfall traps",16,"liters","11","pitfall traps per transect per session","transect","1","10","m apart","5","surveys of 6 days each",1,"balanced","Each site with a pitfall system with 11 traps (16 l buckets) and drift fence all along the 100 m transect.  Sampling between July 2007 and March 2010.  Fragment sizes estimated from map."
27,"Almeida-Gomes_2014","Almeida-Gomes, M. and Rocha, C.F.D., 2014. Diversity and distribution of lizards in fragmented Atlantic Forest landscape in Southeastern Brazil.  Journal of Herpetology,  48(3), pp.423-429.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Amphibia & Squamata","Intermediate (20-100 years)","intermediate","Fragment 3","1","200",-22.435,-42.709,"standardized_fragment","trap","pitfall traps",16,"liters","11","pitfall traps per transect per session","transect","1","10","m apart","5","surveys of 6 days each",1,"balanced","Each site with a pitfall system with 11 traps (16 l buckets) and drift fence all along the 100 m transect.  Sampling between July 2007 and March 2010.  Fragment sizes estimated from map."
28,"Almeida-Gomes_2014","Almeida-Gomes, M. and Rocha, C.F.D., 2014. Diversity and distribution of lizards in fragmented Atlantic Forest landscape in Southeastern Brazil.  Journal of Herpetology,  48(3), pp.423-429.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Amphibia & Squamata","Intermediate (20-100 years)","intermediate","Fragment 4","1","4.5",-22.435,-42.709,"standardized_fragment","trap","pitfall traps",16,"liters","11","pitfall traps per transect per session","transect","1","10","m apart","5","surveys of 6 days each",1,"balanced","Each site with a pitfall system with 11 traps (16 l buckets) and drift fence all along the 100 m transect.  Sampling between July 2007 and March 2010.  Fragment sizes estimated from map."
29,"Almeida-Gomes_2014","Almeida-Gomes, M. and Rocha, C.F.D., 2014. Diversity and distribution of lizards in fragmented Atlantic Forest landscape in Southeastern Brazil.  Journal of Herpetology,  48(3), pp.423-429.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Amphibia & Squamata","Intermediate (20-100 years)","intermediate","Fragment 5","1","4.3",-22.435,-42.709,"standardized_fragment","trap","pitfall traps",16,"liters","11","pitfall traps per transect per session","transect","1","10","m apart","5","surveys of 6 days each",1,"balanced","Each site with a pitfall system with 11 traps (16 l buckets) and drift fence all along the 100 m transect.  Sampling between July 2007 and March 2010.  Fragment sizes estimated from map."
30,"Almeida-Gomes_2014","Almeida-Gomes, M. and Rocha, C.F.D., 2014. Diversity and distribution of lizards in fragmented Atlantic Forest landscape in Southeastern Brazil.  Journal of Herpetology,  48(3), pp.423-429.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Amphibia & Squamata","Intermediate (20-100 years)","intermediate","Fragment 6","1","56",-22.435,-42.709,"standardized_fragment","trap","pitfall traps",16,"liters","11","pitfall traps per transect per session","transect","1","10","m apart","5","surveys of 6 days each",1,"balanced","Each site with a pitfall system with 11 traps (16 l buckets) and drift fence all along the 100 m transect.  Sampling between July 2007 and March 2010.  Fragment sizes estimated from map."
31,"Almeida-Gomes_2014","Almeida-Gomes, M. and Rocha, C.F.D., 2014. Diversity and distribution of lizards in fragmented Atlantic Forest landscape in Southeastern Brazil.  Journal of Herpetology,  48(3), pp.423-429.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Amphibia & Squamata","Intermediate (20-100 years)","intermediate","Fragment 7","1","264",-22.435,-42.709,"standardized_fragment","trap","pitfall traps",16,"liters","11","pitfall traps per transect per session","transect","1","10","m apart","5","surveys of 6 days each",1,"balanced","Each site with a pitfall system with 11 traps (16 l buckets) and drift fence all along the 100 m transect.  Sampling between July 2007 and March 2010.  Fragment sizes estimated from map."
32,"Almeida-Gomes_2014","Almeida-Gomes, M. and Rocha, C.F.D., 2014. Diversity and distribution of lizards in fragmented Atlantic Forest landscape in Southeastern Brazil.  Journal of Herpetology,  48(3), pp.423-429.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Amphibia & Squamata","Intermediate (20-100 years)","intermediate","Fragment 8","1","6",-22.435,-42.709,"standardized_fragment","trap","pitfall traps",16,"liters","11","pitfall traps per transect per session","transect","1","10","m apart","5","surveys of 6 days each",1,"balanced","Each site with a pitfall system with 11 traps (16 l buckets) and drift fence all along the 100 m transect.  Sampling between July 2007 and March 2010.  Fragment sizes estimated from map."
33,"Almeida-Gomes_2014","Almeida-Gomes, M. and Rocha, C.F.D., 2014. Diversity and distribution of lizards in fragmented Atlantic Forest landscape in Southeastern Brazil.  Journal of Herpetology,  48(3), pp.423-429.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Amphibia & Squamata","Intermediate (20-100 years)","intermediate","Fragment 9","1","4.1",-22.435,-42.709,"standardized_fragment","trap","pitfall traps",16,"liters","11","pitfall traps per transect per session","transect","1","10","m apart","5","surveys of 6 days each",1,"balanced","Each site with a pitfall system with 11 traps (16 l buckets) and drift fence all along the 100 m transect.  Sampling between July 2007 and March 2010.  Fragment sizes estimated from map."
34,"Andresen_2003","Andresen, E., 2003. Effect of forest fragmentation on dung beetle communities and functional consequences for plant regeneration. Ecography, 26(1), pp.87-97.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Insecta","Recent (less than 20 years)","intermediate","Cattle ranch Colosso: 1-CO (1 ha)","1","1",-2.5,-60,"pooled","trap","pitfall traps",10,"cm diameter","6","pitfall traps per transect per session","transect","1","30","m apart","3 to 5","surveys of 16 hours",3,"number of surveys","Transects with 6 pitfall traps set out multiple times (denoted by sample effort)."
35,"Andresen_2003","Andresen, E., 2003. Effect of forest fragmentation on dung beetle communities and functional consequences for plant regeneration. Ecography, 26(1), pp.87-97.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Insecta","Recent (less than 20 years)","intermediate","Cattle ranch Colosso: 10-CO (10 ha)","1","10",-2.5,-60,"pooled","trap","pitfall traps",10,"cm diameter","6","pitfall traps per transect per session","transect","1","30","m apart","3 to 5","surveys of 16 hours",5,"number of surveys","Transects with 6 pitfall traps set out multiple times (denoted by sample effort)."
36,"Andresen_2003","Andresen, E., 2003. Effect of forest fragmentation on dung beetle communities and functional consequences for plant regeneration. Ecography, 26(1), pp.87-97.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Insecta","Recent (less than 20 years)","intermediate","Cattle ranch Porto Allegre - 1-PA (1 ha)","1","1",-2.5,-60,"pooled","trap","pitfall traps",10,"cm diameter","6","pitfall traps per transect per session","transect","1","30","m apart","3 to 5","surveys of 16 hours",3,"number of surveys","Transects with 6 pitfall traps set out multiple times (denoted by sample effort)."
37,"Andresen_2003","Andresen, E., 2003. Effect of forest fragmentation on dung beetle communities and functional consequences for plant regeneration. Ecography, 26(1), pp.87-97.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Insecta","Recent (less than 20 years)","intermediate","Cattle ranch Porto Allegre - 10-PA (10 ha)","1","10",-2.5,-60,"pooled","trap","pitfall traps",10,"cm diameter","6","pitfall traps per transect per session","transect","1","30","m apart","3 to 5","surveys of 16 hours",5,"number of surveys","Transects with 6 pitfall traps set out multiple times (denoted by sample effort)."
38,"Andresen_2003","Andresen, E., 2003. Effect of forest fragmentation on dung beetle communities and functional consequences for plant regeneration. Ecography, 26(1), pp.87-97.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Insecta","Recent (less than 20 years)","intermediate","Control (800 ha)","1","800",-2.5,-60,"pooled","trap","pitfall traps",10,"cm diameter","6","pitfall traps per transect per session","transect","1","30","m apart","3 to 5","surveys of 16 hours",5,"number of surveys","Transects with 6 pitfall traps set out multiple times (denoted by sample effort)."
39,"Andresen_2003","Andresen, E., 2003. Effect of forest fragmentation on dung beetle communities and functional consequences for plant regeneration. Ecography, 26(1), pp.87-97.","Brazil","Tropical","South America","terrestrial","terrestrial","forest","Insecta","Recent (less than 20 years)","intermediate","Control (800 ha)","2","800",-2.5,-60,"pooled","trap","pitfall traps",10,"cm diameter","6","pitfall traps per transect per session","transect","1","30","m apart","3 to 5","surveys of 16 hours",5,"number of surveys","Transects with 6 pitfall traps set out multiple times (denoted by sample effort)."
40,"Baldi_1999","Báldi, A. & Kisbenedek, T., 1999. Orthopterans in small steppe patches: An investigation for the best-fit model of the species-area curve and evidences for their non-random distribution in the patches. Acta Oecologica, 20(2), pp.125-132.","Hungary","Temperate","Europe","terrestrial","terrestrial","shrubland/steppe","Insecta","long (100+ years)","harsh filter","Site 11","1","0.51",47.556453,18.879999,"pooled","net","sweep net",NA,NA,"up to 50","m long 1 m wide transects",NA,NA,"ca. 142","sweeps per 50 m transect","2","surveys during 2 consecutive summers",65,"total length of transect for each fragment ","Sweep netting along 1 m wide transect."
41,"Baldi_1999","Báldi, A. & Kisbenedek, T., 1999. Orthopterans in small steppe patches: An investigation for the best-fit model of the species-area curve and evidences for their non-random distribution in the patches. Acta Oecologica, 20(2), pp.125-132.","Hungary","Temperate","Europe","terrestrial","terrestrial","shrubland/steppe","Insecta","long (100+ years)","harsh filter","Site 12a","1","1.02",47.556453,18.879999,"pooled","net","sweep net",NA,NA,"up to 50","m long 1 m wide transects",NA,NA,"ca. 142","sweeps per 50 m transect","2","surveys during 2 consecutive summers",85,"total length of transect for each fragment ","Sweep netting along 1 m wide transect."
42,"Baldi_1999","Báldi, A. & Kisbenedek, T., 1999. Orthopterans in small steppe patches: An investigation for the best-fit model of the species-area curve and evidences for their non-random distribution in the patches. Acta Oecologica, 20(2), pp.125-132.","Hungary","Temperate","Europe","terrestrial","terrestrial","shrubland/steppe","Insecta","long (100+ years)","harsh filter","Site 13","1","40",47.556453,18.879999,"pooled","net","sweep net",NA,NA,"up to 50","m long 1 m wide transects",NA,NA,"ca. 142","sweeps per 50 m transect","2","surveys during 2 consecutive summers",200,"total length of transect for each fragment ","Sweep netting along 1 m wide transect."
43,"Baldi_1999","Báldi, A. & Kisbenedek, T., 1999. Orthopterans in small steppe patches: An investigation for the best-fit model of the species-area curve and evidences for their non-random distribution in the patches. Acta Oecologica, 20(2), pp.125-132.","Hungary","Temperate","Europe","terrestrial","terrestrial","shrubland/steppe","Insecta","long (100+ years)","harsh filter","Site 13a","1","8.51",47.556453,18.879999,"pooled","net","sweep net",NA,NA,"up to 50","m long 1 m wide transects",NA,NA,"ca. 142","sweeps per 50 m transect","2","surveys during 2 consecutive summers",200,"total length of transect for each fragment ","Sweep netting along 1 m wide transect."
44,"Baldi_1999","Báldi, A. & Kisbenedek, T., 1999. Orthopterans in small steppe patches: An investigation for the best-fit model of the species-area curve and evidences for their non-random distribution in the patches. Acta Oecologica, 20(2), pp.125-132.","Hungary","Temperate","Europe","terrestrial","terrestrial","shrubland/steppe","Insecta","long (100+ years)","harsh filter","Site 14","1","0.32",47.556453,18.879999,"pooled","net","sweep net",NA,NA,"up to 50","m long 1 m wide transects",NA,NA,"ca. 142","sweeps per 50 m transect","2","surveys during 2 consecutive summers",70,"total length of transect for each fragment ","Sweep netting along 1 m wide transect."
45,"Baldi_1999","Báldi, A. & Kisbenedek, T., 1999. Orthopterans in small steppe patches: An investigation for the best-fit model of the species-area curve and evidences for their non-random distribution in the patches. Acta Oecologica, 20(2), pp.125-132.","Hungary","Temperate","Europe","terrestrial","terrestrial","shrubland/steppe","Insecta","long (100+ years)","harsh filter","Site 15","1","10.117",47.556453,18.879999,"pooled","net","sweep net",NA,NA,"up to 50","m long 1 m wide transects",NA,NA,"ca. 142","sweeps per 50 m transect","2","surveys during 2 consecutive summers",310,"total length of transect for each fragment ","Sweep netting along 1 m wide transect."
46,"Baldi_1999","Báldi, A. & Kisbenedek, T., 1999. Orthopterans in small steppe patches: An investigation for the best-fit model of the species-area curve and evidences for their non-random distribution in the patches. Acta Oecologica, 20(2), pp.125-132.","Hungary","Temperate","Europe","terrestrial","terrestrial","shrubland/steppe","Insecta","long (100+ years)","harsh filter","Site 16","1","0.025",47.556453,18.879999,"pooled","net","sweep net",NA,NA,"up to 50","m long 1 m wide transects",NA,NA,"ca. 142","sweeps per 50 m transect","2","surveys during 2 consecutive summers",30,"total length of transect for each fragment ","Sweep netting along 1 m wide transect."
